date,entry_bar,outcome,r_multiple,risk_pips,retrace_pct
2025-10-10,1726518,WIN,4.453,5.3,54.7
2025-10-20,1735022,LOSS,-1.0,3.2,121.9
2025-10-20,1735031,WIN,1.312,4.8,22.9
2025-11-04,1750770,LOSS,-1.0,2.2,100.0
2025-11-04,1750789,LOSS,-1.0,2.6,107.7
2025-11-04,1750802,LOSS,-1.0,3.0,206.7
2025-11-04,1750815,WIN,8.743,3.5,42.9
2025-11-10,1756543,LOSS,-1.0,1.6,156.3
2025-11-10,1756550,LOSS,-1.0,1.0,150.0
2025-11-10,1756585,LOSS,-1.0,4.6,102.2
2025-11-10,1756604,WIN,6.3,5.0,56.0
2025-11-12,1759396,WIN,3.044,4.5,86.7
2025-11-17,1763712,LOSS,-1.0,3.6,113.9
2025-11-17,1763730,LOSS,-1.0,3.1,112.9
2025-11-17,1763749,WIN,5.769,2.6,50.0
2025-11-19,1766556,LOSS,-1.0,4.3,100.0
2025-11-19,1766574,LOSS,-1.0,2.7,118.5
2025-11-19,1766600,LOSS,-1.0,2.4,112.5
2025-11-19,1766605,WIN,2.239,6.7,23.9
2025-11-21,1769440,LOSS,-1.0,3.8,107.9
2025-11-21,1769468,LOSS,-1.0,5.4,100.0
2025-11-21,1769475,LOSS,-1.0,3.0,103.3
2025-11-21,1769480,LOSS,-1.0,4.5,160.0
2025-11-21,1769514,WIN,4.316,3.8,42.1
2025-11-26,1773741,WIN,8.276,2.9,69.0
2025-12-02,1779448,LOSS,-1.0,1.3,130.8
2025-12-02,1779475,LOSS,-1.0,4.9,106.1
2025-12-02,1779516,WIN,3.241,2.9,96.6
2025-12-04,1782368,LOSS,-1.0,2.6,111.5
2025-12-04,1782385,LOSS,-1.0,5.2,100.0
2025-12-04,1782401,LOSS,-1.0,3.6,100.0
2025-12-04,1782412,WIN,6.5,3.8,73.7
2025-12-08,1785176,LOSS,-1.0,2.9,134.5
2025-12-08,1785189,WIN,4.186,4.3,69.8
2025-12-18,1796669,WIN,3.171,3.5,37.1
2025-12-23,1801028,LOSS,-1.0,2.9,144.8
2025-12-23,1801043,LOSS,-1.0,3.0,100.0
2025-12-23,1801062,LOSS,-1.0,2.2,100.0
2025-12-23,1801074,LOSS,-1.0,2.8,171.4
2025-12-23,1801096,LOSS,-1.0,2.8,121.4
2025-12-23,1801106,LOSS,-1.0,4.4,113.6
2025-12-23,1801161,LOSS,-1.0,2.5,108.0
2025-12-23,1801180,LOSS,-1.0,2.4,112.5
2025-12-23,1801195,LOSS,-1.0,2.6,100.0
2025-12-23,1801216,LOSS,-1.0,4.4,100.0
2025-12-23,1801292,LOSS,-1.0,1.8,100.0
2025-12-23,1801302,LOSS,-1.0,1.6,143.8
2025-12-23,1801321,WIN,6.317,4.1,56.1
2025-12-29,1805588,LOSS,-1.0,5.1,109.8
2025-12-29,1805635,WIN,2.091,6.6,37.9
